,metric,scenario,num_townspeople,std,pct_ppl_like,pct_ppl_dislike,loop_step,guac_20,guac_19,guac_18,guac_17,guac_16,guac_15,guac_14,guac_13,guac_12,guac_11,guac_10,guac_9,guac_8,guac_7,guac_6,guac_5,guac_4,guac_3,guac_2,fraction_multiple_winners
259,condorcet,a-lot-of-contenders,300,4,33,33,59,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,false,true,true,true,0.0
260,condorcet,a-lot-of-contenders,300,4,33,33,60,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,false,0.0
261,condorcet,a-lot-of-contenders,300,4,33,33,61,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,false,true,0.0
262,condorcet,a-lot-of-contenders,300,4,33,33,62,true,true,true,true,true,true,true,true,false,false,true,false,true,false,true,false,false,false,false,0.0
263,condorcet,a-lot-of-contenders,300,4,33,33,63,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,false,true,false,0.0
264,condorcet,a-lot-of-contenders,300,4,33,33,64,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,false,false,0.0
265,condorcet,a-lot-of-contenders,300,4,33,33,65,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,0.0
266,condorcet,a-lot-of-contenders,300,4,33,33,66,true,true,false,true,true,true,true,true,false,true,false,false,false,true,true,true,true,true,true,0.0
267,condorcet,a-lot-of-contenders,300,4,33,33,67,true,true,true,false,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,0.0
268,condorcet,a-lot-of-contenders,300,4,33,33,68,true,true,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true,false,0.0
269,condorcet,a-lot-of-contenders,300,4,33,33,69,false,false,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,false,false,0.0
270,condorcet,a-lot-of-contenders,300,4,33,33,70,true,true,false,false,true,true,true,true,true,false,true,true,true,true,false,false,false,false,false,0.0
271,condorcet,a-lot-of-contenders,300,4,33,33,71,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,false,true,false,0.0
272,condorcet,a-lot-of-contenders,300,4,33,33,72,true,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,0.0
273,condorcet,a-lot-of-contenders,300,4,33,33,73,true,true,true,true,true,true,true,true,false,true,true,false,false,false,true,false,true,true,true,0.0
274,condorcet,a-lot-of-contenders,300,4,33,33,74,true,true,true,false,true,false,true,true,true,true,true,true,true,true,false,true,true,false,false,0.0
275,condorcet,a-lot-of-contenders,300,4,33,33,75,true,false,false,true,true,false,true,true,true,true,true,true,true,true,false,true,true,false,false,0.0
276,condorcet,a-lot-of-contenders,300,4,33,33,76,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,false,false,true,0.0
277,condorcet,a-lot-of-contenders,300,4,33,33,77,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,true,false,false,0.0
278,condorcet,a-lot-of-contenders,300,4,33,33,78,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,false,true,true,0.0
279,condorcet,a-lot-of-contenders,300,4,33,33,79,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,0.0
280,condorcet,a-lot-of-contenders,300,4,33,33,80,false,false,true,true,true,false,true,true,true,true,false,true,true,false,true,false,true,false,true,0.0
281,condorcet,a-lot-of-contenders,300,4,33,33,81,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,false,true,true,true,0.0
282,condorcet,a-lot-of-contenders,300,4,33,33,82,true,true,true,true,true,true,false,false,true,false,false,true,true,false,true,false,false,false,true,0.0
283,condorcet,a-lot-of-contenders,300,4,33,33,83,false,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,false,false,false,0.0
284,condorcet,a-lot-of-contenders,300,4,33,33,84,true,true,false,true,true,true,true,false,false,false,true,true,true,true,true,false,false,true,true,0.0
285,condorcet,a-lot-of-contenders,300,4,33,33,85,true,true,true,true,false,true,false,true,true,false,true,true,true,true,false,false,true,false,true,0.0
286,condorcet,a-lot-of-contenders,300,4,33,33,86,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,true,false,false,0.0
287,condorcet,a-lot-of-contenders,300,4,33,33,87,true,true,true,true,false,false,false,true,true,true,true,true,false,false,false,true,true,false,false,0.0
288,condorcet,a-lot-of-contenders,300,4,33,33,88,true,true,true,true,true,true,false,true,false,true,true,false,false,true,true,true,true,false,false,0.0
289,condorcet,a-lot-of-contenders,300,4,33,33,89,false,true,true,true,true,true,false,true,false,true,true,true,false,true,true,false,false,true,false,0.0
290,condorcet,a-lot-of-contenders,300,4,33,33,90,true,true,false,true,true,true,true,true,true,false,true,true,false,true,true,false,true,true,false,0.0
291,condorcet,a-lot-of-contenders,300,4,33,33,91,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,false,false,0.0
292,condorcet,a-lot-of-contenders,300,4,33,33,92,true,false,true,false,true,false,true,true,true,true,true,false,false,true,true,true,false,false,false,0.0
293,condorcet,a-lot-of-contenders,300,4,33,33,93,true,true,true,true,true,true,true,false,false,true,false,true,true,false,true,false,false,true,false,0.0
294,condorcet,a-lot-of-contenders,300,4,33,33,94,true,true,true,false,true,true,true,false,true,false,false,false,true,false,true,false,true,true,false,0.0
295,condorcet,a-lot-of-contenders,300,4,33,33,95,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true,false,true,false,0.0
296,condorcet,a-lot-of-contenders,300,4,33,33,96,true,true,true,true,false,true,true,true,true,false,false,true,true,true,true,false,true,false,false,0.0
297,condorcet,a-lot-of-contenders,300,4,33,33,97,true,false,true,true,true,false,true,true,false,false,false,false,true,false,false,false,false,false,false,0.0
298,condorcet,a-lot-of-contenders,300,4,33,33,98,true,true,true,true,true,true,true,true,true,false,true,false,true,false,false,false,false,false,true,0.0
299,condorcet,a-lot-of-contenders,300,4,33,33,99,false,true,true,true,true,false,true,true,true,true,false,false,true,true,true,true,true,true,true,0.0
300,condorcet,a-lot-of-contenders,300,4,33,33,100,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,true,true,false,true,0.0
301,condorcet,a-lot-of-contenders,300,4,33,33,101,true,true,true,false,false,false,false,false,false,false,true,true,true,true,true,false,true,true,true,0.0
302,condorcet,a-lot-of-contenders,300,4,33,33,102,true,true,true,true,true,false,true,true,true,true,false,true,false,false,true,true,false,false,false,0.0
303,condorcet,a-lot-of-contenders,300,4,33,33,103,true,true,false,false,false,false,true,false,false,true,true,true,false,false,true,false,false,true,true,0.0
304,condorcet,a-lot-of-contenders,300,4,33,33,104,false,true,true,false,false,true,true,true,true,true,true,true,true,true,false,true,false,true,true,0.0
305,condorcet,a-lot-of-contenders,300,4,33,33,105,false,false,true,true,true,false,true,true,true,true,true,false,true,true,false,false,false,false,true,0.0
306,condorcet,a-lot-of-contenders,300,4,33,33,106,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,true,true,0.0
307,condorcet,a-lot-of-contenders,300,4,33,33,107,true,true,true,true,true,true,true,false,true,true,true,true,true,false,false,false,true,true,false,0.0
308,condorcet,a-lot-of-contenders,300,4,33,33,108,true,true,true,false,true,false,true,false,true,true,true,true,false,true,true,false,true,false,false,0.0
309,condorcet,a-lot-of-contenders,300,4,33,33,109,false,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,false,true,0.0
310,condorcet,a-lot-of-contenders,300,4,33,33,110,true,true,true,true,false,true,true,true,true,true,true,false,true,true,false,true,false,true,false,0.0
311,condorcet,a-lot-of-contenders,300,4,33,33,111,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,false,true,true,0.0
312,condorcet,a-lot-of-contenders,300,4,33,33,112,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,0.0
313,condorcet,a-lot-of-contenders,300,4,33,33,113,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,0.0
314,condorcet,a-lot-of-contenders,300,4,33,33,114,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,0.0
315,condorcet,a-lot-of-contenders,300,4,33,33,115,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,true,false,true,false,0.0
316,condorcet,a-lot-of-contenders,300,4,33,33,116,false,true,true,true,true,true,true,false,false,false,false,true,true,false,false,true,true,true,true,0.0
317,condorcet,a-lot-of-contenders,300,4,33,33,117,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,false,false,false,0.0
318,condorcet,a-lot-of-contenders,300,4,33,33,118,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,false,true,true,0.0
319,condorcet,a-lot-of-contenders,300,4,33,33,119,false,true,true,true,true,true,true,false,true,true,false,true,false,true,false,true,true,true,true,0.0
320,condorcet,a-lot-of-contenders,300,4,33,33,120,true,true,true,false,false,true,true,true,false,false,true,true,false,true,true,true,true,true,false,0.0
321,condorcet,a-lot-of-contenders,300,4,33,33,121,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,0.0
322,condorcet,a-lot-of-contenders,300,4,33,33,122,true,true,true,true,false,true,true,true,true,false,false,false,true,false,true,true,false,false,true,0.0
323,condorcet,a-lot-of-contenders,300,4,33,33,123,true,true,true,true,true,false,true,true,false,true,true,false,false,true,false,true,true,false,false,0.0
324,condorcet,a-lot-of-contenders,300,4,33,33,124,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,false,false,true,true,0.0
325,condorcet,a-lot-of-contenders,300,4,33,33,125,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,0.0
326,condorcet,a-lot-of-contenders,300,4,33,33,126,true,true,true,true,true,true,true,true,true,true,false,false,false,true,true,true,true,true,false,0.0
327,condorcet,a-lot-of-contenders,300,4,33,33,127,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,0.0
328,condorcet,a-lot-of-contenders,300,4,33,33,128,true,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,false,false,false,0.0
329,condorcet,a-lot-of-contenders,300,4,33,33,129,true,true,false,true,true,true,false,true,true,true,false,false,false,false,false,false,true,false,true,0.0
330,condorcet,a-lot-of-contenders,300,4,33,33,130,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
331,condorcet,a-lot-of-contenders,300,4,33,33,131,false,true,true,true,false,true,true,true,false,true,true,true,false,false,false,false,false,true,false,0.0
332,condorcet,a-lot-of-contenders,300,4,33,33,132,true,true,true,true,true,false,true,false,true,true,false,false,true,true,false,false,true,true,true,0.0
333,condorcet,a-lot-of-contenders,300,4,33,33,133,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,true,true,0.0
334,condorcet,a-lot-of-contenders,300,4,33,33,134,true,true,true,true,false,true,true,true,false,false,true,false,true,false,false,true,true,false,false,0.0
335,condorcet,a-lot-of-contenders,300,4,33,33,135,true,true,true,true,true,true,true,false,true,true,true,true,false,false,true,true,true,false,false,0.0
336,condorcet,a-lot-of-contenders,300,4,33,33,136,true,true,false,true,true,true,true,false,false,true,true,false,true,true,false,false,true,true,false,0.0
337,condorcet,a-lot-of-contenders,300,4,33,33,137,true,true,true,true,true,true,false,true,false,true,true,false,true,true,true,true,true,true,true,0.0
338,condorcet,a-lot-of-contenders,300,4,33,33,138,true,true,false,true,true,true,true,false,true,false,false,false,true,true,true,true,true,true,true,0.0
339,condorcet,a-lot-of-contenders,300,4,33,33,139,true,true,true,true,true,true,true,true,true,true,false,true,false,true,false,true,false,true,false,0.0
340,condorcet,a-lot-of-contenders,300,4,33,33,140,true,true,true,true,true,false,true,false,true,false,false,true,true,true,true,true,false,true,true,0.0
341,condorcet,a-lot-of-contenders,300,4,33,33,141,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,false,false,false,0.0
342,condorcet,a-lot-of-contenders,300,4,33,33,142,false,true,true,true,false,true,true,false,true,true,true,false,true,true,true,true,true,false,false,0.0
343,condorcet,a-lot-of-contenders,300,4,33,33,143,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,0.0
344,condorcet,a-lot-of-contenders,300,4,33,33,144,true,true,true,true,true,true,true,false,true,true,false,true,false,true,true,true,true,false,false,0.0
345,condorcet,a-lot-of-contenders,300,4,33,33,145,true,false,true,true,true,false,true,true,true,true,true,true,false,true,true,true,false,true,true,0.0
346,condorcet,a-lot-of-contenders,300,4,33,33,146,true,true,true,true,true,true,false,true,false,true,true,false,false,true,true,true,false,true,false,0.0
347,condorcet,a-lot-of-contenders,300,4,33,33,147,true,true,true,true,true,false,true,true,true,true,false,true,false,true,false,true,true,true,false,0.0
348,condorcet,a-lot-of-contenders,300,4,33,33,148,true,true,true,false,true,false,true,true,true,false,false,false,false,true,true,false,true,true,false,0.0
349,condorcet,a-lot-of-contenders,300,4,33,33,149,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,false,0.0
350,condorcet,a-lot-of-contenders,300,4,33,33,150,true,true,true,true,true,true,true,false,true,true,false,true,true,false,false,true,false,false,true,0.0
351,condorcet,a-lot-of-contenders,300,4,33,33,151,true,true,true,true,true,false,true,true,false,true,false,false,false,false,true,false,true,true,true,0.0
352,condorcet,a-lot-of-contenders,300,4,33,33,152,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,true,false,0.0
353,condorcet,a-lot-of-contenders,300,4,33,33,153,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,false,false,0.0
354,condorcet,a-lot-of-contenders,300,4,33,33,154,true,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false,true,true,0.0
355,condorcet,a-lot-of-contenders,300,4,33,33,155,true,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,false,false,false,0.0
356,condorcet,a-lot-of-contenders,300,4,33,33,156,true,false,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,false,true,0.0
357,condorcet,a-lot-of-contenders,300,4,33,33,157,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,false,false,false,true,0.0
358,condorcet,a-lot-of-contenders,300,4,33,33,158,false,false,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,0.0
359,condorcet,a-lot-of-contenders,300,4,33,33,159,true,true,true,true,true,true,false,true,false,true,true,false,false,false,true,false,true,true,true,0.0
360,condorcet,a-lot-of-contenders,300,4,33,33,160,true,true,true,true,true,false,true,true,true,true,true,true,true,false,false,true,false,true,true,0.0
361,condorcet,a-lot-of-contenders,300,4,33,33,161,false,false,true,true,true,true,false,true,true,false,true,true,true,false,true,false,false,true,true,0.0
362,condorcet,a-lot-of-contenders,300,4,33,33,162,true,false,true,true,true,true,false,true,true,false,true,false,true,false,false,true,false,true,false,0.0
363,condorcet,a-lot-of-contenders,300,4,33,33,163,true,true,true,false,false,true,true,true,false,true,false,false,true,true,true,true,true,false,false,0.0
364,condorcet,a-lot-of-contenders,300,4,33,33,164,true,false,true,true,false,true,true,true,true,true,true,true,true,true,false,true,true,false,true,0.0
365,condorcet,a-lot-of-contenders,300,4,33,33,165,false,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,false,0.0
366,condorcet,a-lot-of-contenders,300,4,33,33,166,true,true,true,true,true,false,true,false,true,false,true,false,true,true,false,true,true,true,true,0.0
367,condorcet,a-lot-of-contenders,300,4,33,33,167,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,true,false,false,0.0
368,condorcet,a-lot-of-contenders,300,4,33,33,168,true,true,true,true,true,true,true,true,true,true,false,true,false,false,true,true,true,true,false,0.0
369,condorcet,a-lot-of-contenders,300,4,33,33,169,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,false,true,false,true,0.0
370,condorcet,a-lot-of-contenders,300,4,33,33,170,true,true,true,true,true,true,false,false,true,true,false,false,true,true,true,false,true,false,true,0.0
371,condorcet,a-lot-of-contenders,300,4,33,33,171,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,true,true,0.0
372,condorcet,a-lot-of-contenders,300,4,33,33,172,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,false,false,0.0
373,condorcet,a-lot-of-contenders,300,4,33,33,173,true,true,true,true,true,true,true,true,true,false,true,false,false,false,true,false,false,true,false,0.0
374,condorcet,a-lot-of-contenders,300,4,33,33,174,true,true,true,true,true,true,true,false,true,true,true,false,true,false,false,false,false,false,true,0.0
375,condorcet,a-lot-of-contenders,300,4,33,33,175,false,true,true,true,true,false,true,true,true,false,true,true,true,true,false,true,false,true,true,0.0
376,condorcet,a-lot-of-contenders,300,4,33,33,176,false,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,0.0
377,condorcet,a-lot-of-contenders,300,4,33,33,177,true,false,true,true,false,true,true,true,true,true,false,true,false,false,true,false,true,false,false,0.0
378,condorcet,a-lot-of-contenders,300,4,33,33,178,true,false,true,true,false,true,true,true,true,false,true,true,true,true,true,false,true,true,true,0.0
379,condorcet,a-lot-of-contenders,300,4,33,33,179,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,false,true,false,0.0
380,condorcet,a-lot-of-contenders,300,4,33,33,180,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,true,false,0.0
381,condorcet,a-lot-of-contenders,300,4,33,33,181,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,0.0
382,condorcet,a-lot-of-contenders,300,4,33,33,182,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,false,false,true,true,0.0
383,condorcet,a-lot-of-contenders,300,4,33,33,183,true,true,true,true,true,true,false,false,false,true,true,false,true,true,false,true,true,false,false,0.0
384,condorcet,a-lot-of-contenders,300,4,33,33,184,true,false,true,true,true,true,true,true,true,true,false,true,true,false,false,true,false,false,true,0.0
385,condorcet,a-lot-of-contenders,300,4,33,33,185,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,false,true,true,false,0.0
386,condorcet,a-lot-of-contenders,300,4,33,33,186,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,false,false,0.0
387,condorcet,a-lot-of-contenders,300,4,33,33,187,true,true,false,true,true,false,true,true,false,true,true,true,true,true,true,false,false,false,true,0.0
388,condorcet,a-lot-of-contenders,300,4,33,33,188,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,true,true,false,false,0.0
389,condorcet,a-lot-of-contenders,300,4,33,33,189,true,false,true,true,true,true,false,true,false,false,true,true,true,true,true,false,false,false,false,0.0
390,condorcet,a-lot-of-contenders,300,4,33,33,190,true,true,true,true,true,true,false,true,true,true,true,true,false,true,false,false,false,true,true,0.0
391,condorcet,a-lot-of-contenders,300,4,33,33,191,true,true,true,true,true,true,false,true,false,true,true,false,true,false,true,false,false,false,true,0.0
392,condorcet,a-lot-of-contenders,300,4,33,33,192,true,true,true,true,true,true,true,true,true,false,false,false,true,true,false,true,true,true,false,0.0
393,condorcet,a-lot-of-contenders,300,4,33,33,193,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,0.0
394,condorcet,a-lot-of-contenders,300,4,33,33,194,true,true,true,true,true,true,true,false,false,true,false,false,false,true,false,true,true,false,false,0.0
395,condorcet,a-lot-of-contenders,300,4,33,33,195,true,true,true,true,true,false,true,true,false,true,true,true,true,false,true,true,true,false,false,0.0
396,condorcet,a-lot-of-contenders,300,4,33,33,196,false,true,false,false,true,true,false,true,false,true,false,true,true,false,false,true,false,true,true,0.0
397,condorcet,a-lot-of-contenders,300,4,33,33,197,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,0.0
398,condorcet,a-lot-of-contenders,300,4,33,33,198,true,true,true,true,true,true,false,false,false,true,true,true,true,true,true,true,true,false,true,0.0
399,condorcet,a-lot-of-contenders,300,4,33,33,199,true,false,true,false,true,true,true,true,true,true,true,true,false,false,false,false,true,false,false,0.0
400,condorcet,a-lot-of-contenders,300,6,33,33,0,true,true,true,true,false,false,false,true,true,true,false,false,true,false,false,true,true,true,false,0.0
401,condorcet,a-lot-of-contenders,300,6,33,33,1,true,true,true,true,true,true,true,true,false,false,false,false,true,true,true,true,true,true,true,0.0
402,condorcet,a-lot-of-contenders,300,6,33,33,2,true,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,true,false,false,0.0
403,condorcet,a-lot-of-contenders,300,6,33,33,3,true,false,true,true,false,true,true,true,true,false,false,true,false,false,false,false,false,false,false,0.0
404,condorcet,a-lot-of-contenders,300,6,33,33,4,true,true,true,true,true,true,false,true,true,false,false,false,true,false,true,false,false,false,true,0.0
405,condorcet,a-lot-of-contenders,300,6,33,33,5,false,false,true,true,true,true,true,true,true,false,true,false,false,false,false,false,false,true,false,0.0
406,condorcet,a-lot-of-contenders,300,6,33,33,6,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,0.0
407,condorcet,a-lot-of-contenders,300,6,33,33,7,false,true,true,true,true,true,true,true,false,true,true,true,true,false,true,false,false,false,false,0.0
408,condorcet,a-lot-of-contenders,300,6,33,33,8,false,false,true,true,false,false,true,false,true,false,false,true,false,false,false,true,false,false,false,0.0
409,condorcet,a-lot-of-contenders,300,6,33,33,9,true,false,false,true,true,true,true,false,true,true,true,false,true,true,true,false,true,false,false,0.0
410,condorcet,a-lot-of-contenders,300,6,33,33,10,true,true,true,false,true,true,true,false,false,true,false,false,true,true,false,false,false,false,false,0.0
411,condorcet,a-lot-of-contenders,300,6,33,33,11,true,true,true,false,false,false,false,true,true,false,false,true,false,true,false,true,false,false,true,0.0
412,condorcet,a-lot-of-contenders,300,6,33,33,12,true,true,true,false,false,false,true,true,false,true,true,true,true,false,false,true,true,false,true,0.0
413,condorcet,a-lot-of-contenders,300,6,33,33,13,true,false,false,false,false,true,false,true,true,true,true,false,true,true,true,false,false,false,true,0.0
414,condorcet,a-lot-of-contenders,300,6,33,33,14,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,false,false,0.0
415,condorcet,a-lot-of-contenders,300,6,33,33,15,false,true,false,true,false,false,false,true,false,true,true,true,true,false,false,false,true,false,true,0.0
416,condorcet,a-lot-of-contenders,300,6,33,33,16,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,0.0
417,condorcet,a-lot-of-contenders,300,6,33,33,17,true,true,false,false,true,false,false,true,true,true,true,false,true,true,true,true,true,false,true,0.0
418,condorcet,a-lot-of-contenders,300,6,33,33,18,true,true,true,false,true,false,false,true,false,true,true,false,true,false,true,false,false,false,false,0.0
419,condorcet,a-lot-of-contenders,300,6,33,33,19,true,true,true,true,true,true,true,false,false,true,true,false,false,true,true,true,true,false,false,0.0
420,condorcet,a-lot-of-contenders,300,6,33,33,20,true,true,false,true,true,true,false,true,true,false,true,false,true,false,true,true,false,true,false,0.0
421,condorcet,a-lot-of-contenders,300,6,33,33,21,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,false,false,true,false,0.0
422,condorcet,a-lot-of-contenders,300,6,33,33,22,true,true,true,false,true,false,false,true,false,false,false,true,false,true,false,true,false,false,false,0.0
423,condorcet,a-lot-of-contenders,300,6,33,33,23,true,true,true,false,true,false,true,true,true,true,false,false,true,false,true,true,false,false,true,0.0
424,condorcet,a-lot-of-contenders,300,6,33,33,24,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,true,0.0
425,condorcet,a-lot-of-contenders,300,6,33,33,25,false,true,true,true,true,true,true,true,true,true,false,false,true,false,true,false,false,true,true,0.0
426,condorcet,a-lot-of-contenders,300,6,33,33,26,true,true,true,true,false,false,false,true,false,false,true,true,false,false,true,true,true,true,false,0.0
427,condorcet,a-lot-of-contenders,300,6,33,33,27,false,true,false,true,true,true,true,false,true,true,true,false,false,false,false,false,true,false,false,0.0
428,condorcet,a-lot-of-contenders,300,6,33,33,28,true,true,true,true,true,true,false,true,true,false,false,false,false,true,false,true,false,false,false,0.0
429,condorcet,a-lot-of-contenders,300,6,33,33,29,true,true,true,true,true,true,true,true,false,false,false,true,false,true,false,true,false,false,false,0.0
430,condorcet,a-lot-of-contenders,300,6,33,33,30,true,true,true,false,true,true,true,true,true,false,false,true,true,false,false,true,false,false,false,0.0
431,condorcet,a-lot-of-contenders,300,6,33,33,31,true,true,false,true,true,false,true,true,true,true,true,true,true,false,false,false,true,true,false,0.0
432,condorcet,a-lot-of-contenders,300,6,33,33,32,false,false,true,true,false,true,true,false,false,false,true,false,true,true,true,true,false,false,false,0.0
433,condorcet,a-lot-of-contenders,300,6,33,33,33,true,false,true,true,true,true,false,true,true,true,true,true,false,false,true,true,false,false,false,0.0
434,condorcet,a-lot-of-contenders,300,6,33,33,34,true,true,true,true,false,true,true,true,true,true,true,false,false,true,true,false,true,false,true,0.0
435,condorcet,a-lot-of-contenders,300,6,33,33,35,true,false,true,false,true,true,true,true,true,true,true,true,false,true,false,false,true,true,false,0.0
436,condorcet,a-lot-of-contenders,300,6,33,33,36,true,true,true,true,false,false,true,true,true,false,true,true,false,true,false,true,false,true,false,0.0
437,condorcet,a-lot-of-contenders,300,6,33,33,37,false,true,true,true,true,true,true,false,false,true,false,true,false,true,true,false,false,false,true,0.0
438,condorcet,a-lot-of-contenders,300,6,33,33,38,true,false,true,true,true,true,true,true,false,false,false,false,false,false,false,true,true,true,true,0.0
439,condorcet,a-lot-of-contenders,300,6,33,33,39,true,false,false,true,false,true,true,true,true,true,false,false,true,false,false,false,true,false,false,0.0
440,condorcet,a-lot-of-contenders,300,6,33,33,40,true,true,false,true,true,true,false,true,true,false,true,true,true,false,false,false,true,false,false,0.0
441,condorcet,a-lot-of-contenders,300,6,33,33,41,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,false,false,false,true,0.0
442,condorcet,a-lot-of-contenders,300,6,33,33,42,true,true,false,false,true,true,false,false,false,false,true,false,true,true,false,false,false,false,false,0.0
443,condorcet,a-lot-of-contenders,300,6,33,33,43,true,true,true,false,true,true,true,false,true,false,false,true,true,false,true,true,true,false,false,0.0
444,condorcet,a-lot-of-contenders,300,6,33,33,44,true,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,true,false,false,0.0
445,condorcet,a-lot-of-contenders,300,6,33,33,45,false,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false,false,true,false,0.0
446,condorcet,a-lot-of-contenders,300,6,33,33,46,true,false,false,false,true,true,false,false,true,false,true,true,true,false,true,true,false,true,false,0.0
447,condorcet,a-lot-of-contenders,300,6,33,33,47,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,true,true,0.0
448,condorcet,a-lot-of-contenders,300,6,33,33,48,true,true,false,true,true,true,false,true,false,false,true,false,true,true,false,true,false,false,true,0.0
449,condorcet,a-lot-of-contenders,300,6,33,33,49,true,false,true,true,false,true,true,true,false,true,false,true,false,false,true,false,true,true,true,0.0
450,condorcet,a-lot-of-contenders,300,6,33,33,50,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,false,false,true,false,0.0
451,condorcet,a-lot-of-contenders,300,6,33,33,51,true,true,false,true,false,true,false,true,true,true,true,false,true,true,true,true,false,false,false,0.0
452,condorcet,a-lot-of-contenders,300,6,33,33,52,true,true,true,true,true,true,true,false,false,true,true,true,true,true,false,false,true,true,true,0.0
453,condorcet,a-lot-of-contenders,300,6,33,33,53,true,true,false,true,true,true,false,false,false,true,false,false,true,false,false,true,true,false,false,0.0
454,condorcet,a-lot-of-contenders,300,6,33,33,54,true,false,true,true,true,true,true,false,true,true,true,false,true,false,true,false,true,false,false,0.0
455,condorcet,a-lot-of-contenders,300,6,33,33,55,true,true,true,false,false,true,false,false,true,true,false,true,false,false,true,false,false,false,true,0.0
